pws_id,mean_lot_size,median_lot_size
3910004,0.155837219011214,0.114364738292011
3910005,0.17811437187941745,0.12272584940312213
3910006,NA,NA
3910011,0.15974244322191242,0.10828783287419651
3910015,0.24069109716179377,0.11263112947658402
3910027,0.19938323648286252,0.09103218549127641
4010001,3.4376670167789705,0.13019843893480257
4010002,1.6270164857300669,0.5055367309458219
4010007,1.0352517474865823,0.14641033057851238
4010008,0.1013108347136462,0.09000633608815427
4010009,1.0210949007179604,0.1177734618916437
4010011,0.0893061814046653,0.07885234159779615
4010014,0.20373555977024838,0.09727341597796144
4010017,0.20777096854862748,0.10995041322314049
4010018,0.6883323868051141,0.4793112947658402
4010023,1.1438463221557265,0.3111793388429752
4010026,0.6082857880566441,0.14754366391184573
4010040,0.7537852019888259,0.21716262626262628
410002,0.22722294850670446,0.14064967860422406
410005,0.17833514634032496,0.1110376492194674
410006,1.1347127728586348,0.266574839302112
410007,0.6677733008954858,0.40266069788797065
410011,0.2548774110824742,0.22000918273645548
410012,14.256866539293226,8.519380165289256
4110001,0.3962688795588581,0.1245257116620753
4110003,0.5136526134459201,0.1088317722681359
4110006,0.787692662981806,0.21682580348943986
4110007,0.735877477917321,0.12293783287419652
4110008,2.012603626535366,0.1186803489439853
4110009,0.3405369103720209,0.08379963269054179
4110011,0.19415836734884967,0.1171903122130395
4110013,2.6953547450902313,0.04894481175390267
4110016,0.6347928261198147,0.462131129476584
4110017,0.3659291673757583,0.1143165748393021
4110018,0.7994689036430991,0.11227070707070706
4110021,1.9291029377825115,0.10667355371900827
4110022,1.2112666593628842,0.12379963269054178
4110023,5.927822712573025,0.09620495867768594
4110025,0.6742900256109626,0.09794398530762168
4110027,1.194814024517678,0.09276143250688705
4200560,0.12788108356290173,0.12788108356290173
4210001,0.40394443987022954,0.1362075298438935
4210004,0.41295488624319543,0.15466023875114784
4210006,0.14804929964696867,0.12161616161616162
4210007,0.9063078450772313,0.6313039485766759
4210010,0.26769488203385605,0.15485307621671257
4210011,0.12599190011979683,0.12003902662993574
4210016,0.22102971289410842,0.19912764003673095
4210021,0.15706556673453906,0.1475941230486685
4210022,0.6445441632231405,0.6406829660238751
4310001,0.20327959481349658,0.1507339761248852
4310004,0.18269362099934658,0.12508383838383838
4310005,0.14035532542212026,0.09821955922865012
4310006,0.3597164673298802,0.1441837924701561
4310007,0.15229969366648705,0.0916520202020202
4310009,0.17188940458428448,0.12411322314049587
4310011,0.16884323437649384,0.11325215794306703
4310012,0.16459384218193746,0.10848815426997246
4310014,0.16153621598252818,0.11088227731864095
4310018,0.20990709180739658,0.14116042240587695
4310019,0.7725454725807597,0.09283507805325987
4310020,0.19616463484065047,0.11304793388429753
4310022,0.19387205027748677,0.10704995408631772
4410010,0.19463910523160677,0.11171258034894398
4410011,0.2823381475024384,0.12573737373737373
4410013,0.678289238163097,0.26457897153351695
4410014,0.5500253586927113,0.233599173553719
4410017,0.22442236350221711,0.10939784205693297
4510001,0.17135493189470463,0.13118457300275482
4510005,0.302121874617386,0.1924334251606979
4510006,0.27758209366391184,0.2604338842975207
4510014,0.7356948436938555,0.18252984389348026
4710011,2.389054100672144,0.19678002754820936
4810001,0.1332368924121048,0.14021694214876035
4810002,0.14254533830410804,0.12990358126721763
4810003,0.14972278266922642,0.11685950413223142
4810004,0.10546341645562653,0.09532603305785123
4810005,0.16764614379862244,0.11048466483011937
4810007,0.13690754361705768,0.1103099173553719
4810008,0.1661325167156347,0.11687966023875115
4810021,0.13797034829637944,0.11098751147842056
4900514,0.23251017097380733,0.14132846648301195
4900546,0.3227821944939592,0.3549464646464646
4900785,0.9997912329031947,0.28359146005509644
